,train_loss,val_loss
0,49.828136765863746,0.02108468860387802
1,0.4768056203611195,0.00902531947940588
2,0.49928573379293084,0.0157680232077837
3,0.38367525627836585,0.0068986802361905575
4,0.1727632819674909,0.006847139913588762
5,0.24194973148405552,0.00632110983133316
6,0.16846247692592442,0.005856832955032587
7,0.21368651138618588,0.005740965250879526
8,0.1641119864070788,0.005353260785341263
9,0.14358063763938844,0.005127104930579662
10,0.12862388009671122,0.0050273193046450615
11,0.11942427151370794,0.004870159551501274
12,0.11359622923191637,0.004655421711504459
13,0.11017892532981932,0.0045232707634568214
14,0.11060332367196679,0.004391447640955448
15,0.11504033440724015,0.004332714714109898
16,0.1327330742496997,0.00461443280801177
17,0.16640351433306932,0.005488320719450712
18,0.2007396473782137,0.005815050099045038
19,0.13925209047738463,0.004452034831047058
20,0.14471549371955916,0.004165455233305693
21,0.11157341534271836,0.0045188236981630325
22,0.09706773771904409,0.003762977896258235
23,0.11485716456081718,0.00367585732601583
24,0.10902320628520101,0.004053883254528046
25,0.09419062070082873,0.003693357342854142
26,0.08885517256567255,0.003504751017317176
27,0.09186533733736724,0.003742178902029991
28,0.08587988704675809,0.003362242365255952
29,0.0854402874247171,0.003208494046702981
30,0.0899894236063119,0.0031442122999578714
31,0.08576648395683151,0.003189333714544773
32,0.0833080043666996,0.003174465149641037
33,0.1963994064135477,0.004421474412083626
34,0.09988684300333261,0.004348444752395153
35,0.1278396199340932,0.003927437122911215
36,0.08904007344972342,0.0031495378352701664
37,0.11478091272874735,0.003662603674456477
38,0.09176974976435304,0.004143985919654369
39,0.08942587056662887,0.003645457560196519
40,0.08401393637177534,0.003163485322147608
41,0.11064551974413916,0.0031512894202023745
42,0.09548714000266045,0.004858689848333597
43,0.10703946466674097,0.003234005765989423
44,0.08287053508684039,0.002972158370539546
45,0.1342645424301736,0.0039947968907654285
46,0.08573073468869552,0.003399020992219448
47,0.11723354525747709,0.0029552013147622347
48,0.08301351021509618,0.0029198818374425173
49,0.114317427854985,0.004264280665665865
50,0.08284098037984222,0.0034450851380825043
51,0.08026519391569309,0.003084030235186219
52,0.08976352121680975,0.0033286288380622864
53,0.08131426258478314,0.0034256894141435623
54,0.07917470615939237,0.0031735117081552744
55,0.07861121179303154,0.0029436612967401743
56,0.08161769244179595,0.0027825958095490932
57,0.08002476864203345,0.002864108420908451
58,0.07939159183297306,0.0032966623548418283
59,0.08920248301001266,0.003615662921220064
60,0.07543142439681105,0.0027275788597762585
61,0.10775111871771514,0.0027593346312642097
62,0.09232630289625376,0.0027535422705113888
63,0.09652173856738955,0.0028701939154416323
64,0.14180427230894566,0.00302444351837039
65,0.09213225392159075,0.002839731751009822
66,0.08746624027844518,0.0027373172342777252
67,0.07982624077703804,0.003213206771761179
68,0.10677055930136703,0.0031397405546158552
69,0.08074384284554981,0.002734242007136345
70,0.07438747354899533,0.00277026928961277
71,0.08891754446085542,0.0027302156668156385
