,train_loss,val_loss
0,1.153442812152207,0.023879924789071083
1,1.0843637008219957,0.023915622383356094
2,1.0791126722469926,0.024306541308760643
3,1.0875999387353659,0.024580247700214386
4,1.08140442147851,0.024390701204538345
5,1.092317114584148,0.02537190169095993
6,0.5585770584875718,0.0190528966486454
7,0.23727917345240712,0.013520926237106323
8,0.18138724006712437,0.006828773766756058
9,0.13034273858647794,0.005421515554189682
10,0.1279419045895338,0.004972110502421856
11,0.13663707411615178,0.004107241984456778
12,0.12045090575702488,0.004194633103907108
13,0.13564547972055152,0.003463140921667218
14,0.1308805886656046,0.003637261688709259
15,0.11312767607159913,0.0033292043954133987
16,0.10916634439490736,0.0030072974041104317
17,0.09935328434221447,0.002844851464033127
18,0.09288755938177928,0.0027828626334667206
19,0.08978349348763004,0.0026061655953526497
20,0.08495803928235546,0.0023512542247772217
21,0.08176964509766549,0.0023426406551152468
22,0.07706275169039145,0.002272892277687788
23,0.07593338025617413,0.0021517816931009293
24,0.07512410858180374,0.00213543395511806
25,0.07377987439394929,0.0020519192330539227
26,0.07213177173980512,0.002092404756695032
27,0.06989242159761488,0.002026440342888236
28,0.06955376153928228,0.0018872835207730532
29,0.06883905280847102,0.0020192721858620644
30,0.06896598468301818,0.0018790890462696552
31,0.06953203066950664,0.0019115193281322718
32,0.07009738581837155,0.0018238272750750184
33,0.07033741645864211,0.0019400271121412516
34,0.06824320807936601,0.0019550183787941933
35,0.07122426881687716,0.002141258679330349
36,0.06910008017439395,0.002143252408131957
37,0.06788819658686407,0.0018070985097438097
38,0.07009622940677218,0.0017292489064857364
39,0.07005446215043776,0.0017561030108481646
40,0.06990337927709334,0.00183695403393358
41,0.06619050237350166,0.0018326099961996078
42,0.06479595173732378,0.0018279928481206298
43,0.06571041312417947,0.0018026528414338827
44,0.06443818424304482,0.0017904976848512888
45,0.06333638679643627,0.0018000224372372031
46,0.0629385846114019,0.0018343026749789715
47,0.06271166747319512,0.0018565980717539787
48,0.06299485146882944,0.001865664729848504
49,0.06286944972816855,0.001961406320333481
50,0.062437285523628816,0.001889113336801529
51,0.06298949487973005,0.0019967088010162115
52,0.06238465875503607,0.0019453649874776602
53,0.0629543020913843,0.0020877476781606674
54,0.0622620156937046,0.002026322530582547
55,0.06594308950298,0.0021332604810595512
56,0.0632559526420664,0.001960661495104432
57,0.06639172200812027,0.0018819967517629266
